0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,0xbd5858,1500000000000000000000
0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0xbd6078,1080000000000000000000
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0xbd8c4b,1133666800287099616748
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0xbd8c6e,1142530136267914668751
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0xbd8c93,2509707934043996523732
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0xbd8c9a,1075952282648056344348
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0xbd8c9b,2994475278239488760713
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0xbd8cb6,2770416412637529809668
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0xbd8cbf,2556404048924671769430
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0xbd8cd6,1993524010084650544363
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0xbd8ce6,1776054237403491301045
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0xbd8fee,1589458607393580043716
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,0xbd9884,1080000000000000000000
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,0xbd9897,1235000000000000000000
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0xbdb214,1132991722299536243027
0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0xbdb606,1002562411024025885630
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0xbdb6dc,1079484388152763328963
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0xbdb81a,3098350916722082108463
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0xbdb840,2776955672750503370397
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,0xbdb85b,3762570212226242412548
0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,0xbdc257,1253511000000000000000
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,0xbdd9b9,1994530050330673855818
0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0xbdd9b9,1994530050330673855818
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,0xbdd9ea,1212926096250000000000
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,0xbdd9fc,1496435273750000000000
0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0xbdd9fc,1181396268750000000000
