0xed9c854cb02de75ce4c9bba992828d6cb7fd5c71,10242196,5004004266479048225670
0xed9c854cb02de75ce4c9bba992828d6cb7fd5c71,10242196,5000000000000000000000
0xed9c854cb02de75ce4c9bba992828d6cb7fd5c71,10269573,5001012954369124748389
0xed9c854cb02de75ce4c9bba992828d6cb7fd5c71,10269573,5000000000000000000000
0xed9c854cb02de75ce4c9bba992828d6cb7fd5c71,10283175,100000000001000000000001
0xed9c854cb02de75ce4c9bba992828d6cb7fd5c71,10283175,100000370905048467300243
0xed9c854cb02de75ce4c9bba992828d6cb7fd5c71,10285518,100000120641979267284334
0xed9c854cb02de75ce4c9bba992828d6cb7fd5c71,10285518,100000001000000000000000
0xed9c854cb02de75ce4c9bba992828d6cb7fd5c71,10290056,100000396815265008766977
0xed9c854cb02de75ce4c9bba992828d6cb7fd5c71,10290056,100000001000000000000000
0xed9c854cb02de75ce4c9bba992828d6cb7fd5c71,10299062,100000001000000000000000
0xed9c854cb02de75ce4c9bba992828d6cb7fd5c71,10299062,100000287231747266922285
0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,10319420,1019981811785651152565
0xb6909b960dbbe7392d405429eb2b3649752b4838,10319420,1019981811785651152565
0xc5be99a02c6857f9eac67bbce58df5572498f40c,10432901,568147265348719202105
0xc5be99a02c6857f9eac67bbce58df5572498f40c,10442378,663051368186262943687
0xc5be99a02c6857f9eac67bbce58df5572498f40c,10447712,614177472333458321002
0xc5be99a02c6857f9eac67bbce58df5572498f40c,10447851,637519282336624299395
0xc5be99a02c6857f9eac67bbce58df5572498f40c,10448114,548789147045928075371
0xc5be99a02c6857f9eac67bbce58df5572498f40c,10449707,1426402334413656355294
0xc5be99a02c6857f9eac67bbce58df5572498f40c,10450646,1090000000000000000000
0xc5be99a02c6857f9eac67bbce58df5572498f40c,10450830,543785857573774837033
0xc5be99a02c6857f9eac67bbce58df5572498f40c,10450851,772965057384781826865
0xb9b752f7f4a4680eeb327ffe728f46666763a796,10451767,650000000000000000000
0xb9b752f7f4a4680eeb327ffe728f46666763a796,10451792,741632367067671480003
0xc5be99a02c6857f9eac67bbce58df5572498f40c,10453983,524264812745415489165
