0x001b6450083e531a5a7bf310bd2c1af4247e23d4,10850666
0x05767d9ef41dc40689678ffca0608878fb3de906,12872992
0x05767d9ef41dc40689678ffca0608878fb3de906,13450883
0x05767d9ef41dc40689678ffca0608878fb3de906,13450855
0x05767d9ef41dc40689678ffca0608878fb3de906,13280585
0x05767d9ef41dc40689678ffca0608878fb3de906,13450892
0x05767d9ef41dc40689678ffca0608878fb3de906,13450863
0x05767d9ef41dc40689678ffca0608878fb3de906,13170014
0x06da0fd433c1a5d7a4faa01111c044910a184553,10836483
0x06da0fd433c1a5d7a4faa01111c044910a184553,11333128
0x06da0fd433c1a5d7a4faa01111c044910a184553,12490761
0x06da0fd433c1a5d7a4faa01111c044910a184553,11756561
0x06da0fd433c1a5d7a4faa01111c044910a184553,10834450
0x06da0fd433c1a5d7a4faa01111c044910a184553,12510737
0x06da0fd433c1a5d7a4faa01111c044910a184553,10839574
0x06da0fd433c1a5d7a4faa01111c044910a184553,11914263
0x06da0fd433c1a5d7a4faa01111c044910a184553,12465175
0x06da0fd433c1a5d7a4faa01111c044910a184553,12510742
0x06da0fd433c1a5d7a4faa01111c044910a184553,12975640
0x06da0fd433c1a5d7a4faa01111c044910a184553,11749919
0x06da0fd433c1a5d7a4faa01111c044910a184553,13457443
0x06da0fd433c1a5d7a4faa01111c044910a184553,11307562
0x06da0fd433c1a5d7a4faa01111c044910a184553,11555370
0x06da0fd433c1a5d7a4faa01111c044910a184553,10834988
0x06da0fd433c1a5d7a4faa01111c044910a184553,11749930
0x06da0fd433c1a5d7a4faa01111c044910a184553,12509238
0x06da0fd433c1a5d7a4faa01111c044910a184553,12273721
0x06da0fd433c1a5d7a4faa01111c044910a184553,11828801
0x06da0fd433c1a5d7a4faa01111c044910a184553,10835010
0x06da0fd433c1a5d7a4faa01111c044910a184553,10853954
0x06da0fd433c1a5d7a4faa01111c044910a184553,10867267
0x06da0fd433c1a5d7a4faa01111c044910a184553,11749954
0x06da0fd433c1a5d7a4faa01111c044910a184553,12429897
0x06da0fd433c1a5d7a4faa01111c044910a184553,10971210
0x06da0fd433c1a5d7a4faa01111c044910a184553,12481609
0x06da0fd433c1a5d7a4faa01111c044910a184553,11414609
0x06da0fd433c1a5d7a4faa01111c044910a184553,12767316
0x06da0fd433c1a5d7a4faa01111c044910a184553,11414614
0x06da0fd433c1a5d7a4faa01111c044910a184553,12480088
0x06da0fd433c1a5d7a4faa01111c044910a184553,12767325
0x06da0fd433c1a5d7a4faa01111c044910a184553,11309662
0x06da0fd433c1a5d7a4faa01111c044910a184553,11631199
0x06da0fd433c1a5d7a4faa01111c044910a184553,12104286
0x06da0fd433c1a5d7a4faa01111c044910a184553,11878497
0x06da0fd433c1a5d7a4faa01111c044910a184553,10835042
0x06da0fd433c1a5d7a4faa01111c044910a184553,12480094
0x06da0fd433c1a5d7a4faa01111c044910a184553,11584612
0x06da0fd433c1a5d7a4faa01111c044910a184553,12201060
0x06da0fd433c1a5d7a4faa01111c044910a184553,11005030
0x06da0fd433c1a5d7a4faa01111c044910a184553,11584615
0x06da0fd433c1a5d7a4faa01111c044910a184553,10883178
0x06da0fd433c1a5d7a4faa01111c044910a184553,12046443
0x06da0fd433c1a5d7a4faa01111c044910a184553,11784300
0x06da0fd433c1a5d7a4faa01111c044910a184553,13351531
